"Country","Year","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Guam","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Puerto Rico","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"South Sudan","2019","0","0","6","0","5","4","0","0","0","3","7","0","0","0","0","0","26","0","3","0","6","0","3","0","12","0","0","0","14","0","0","0","0","4","0","3","0","0","0","3","0","0","0","6","4","13","4","0","3","3","0","0","0"
"Soviet Union (former)","2019","12","4","20","7","393","34","27","5","8","196","46","0","10","0","103","14","13","7","11","9","3","58","88","26","33","0","17","0","4","21","11","122","5","320","47","0","40","7","38","117","0","3","19","0","14","109","14","5","65","113","3","22","0"
"Spain","2019","6","0","19","5","303","26","24","0","21","424","42","0","4","0","62","9","12","6","7","12","3","36","75","30","16","0","9","0","4","15","0","104","5","193","24","0","21","4","17","42","16","0","14","0","9","162","17","0","37","41","0","20","0"
"Sri Lanka","2019","5","0","11","0","339","18","20","0","0","61","39","0","7","3","35","12","7","17","5","4","4","97","39","49","24","5","9","0","4","25","3","78","3","234","39","0","29","6","11","32","0","0","4","0","13","154","18","3","51","36","0","22","0"
"Sudan","2019","8","25","78","4","88","118","10","0","8","71","65","0","0","24","91","28","185","50","37","0","10","60","41","76","55","0","60","0","131","9","9","16","0","163","108","11","80","5","4","93","0","0","6","12","41","230","66","6","183","87","0","18","0"
"Suriname","2019","0","0","0","0","7","0","0","0","0","31","6","0","0","0","0","0","0","0","0","3","0","3","3","0","0","0","0","0","0","0","0","3","0","73","0","0","0","0","0","0","0","0","0","0","0","12","0","0","3","0","0","0","0"
"Sweden","2019","0","5","14","0","199","30","16","0","9","101","21","0","8","6","19","0","3","0","3","3","5","14","35","14","13","0","5","0","0","8","8","31","0","75","34","0","8","3","16","28","0","0","8","0","13","71","11","0","23","29","0","9","0"
"Switzerland","2019","3","0","7","0","101","11","9","0","4","59","10","0","8","0","9","0","0","3","0","0","0","8","20","6","8","0","3","3","0","4","0","13","5","47","11","0","7","0","11","17","0","0","4","0","6","31","5","0","14","10","0","4","0"
"Syria","2019","11","0","58","5","841","16","56","0","3","232","55","0","0","0","280","31","9","22","22","7","3","43","85","253","19","6","13","0","12","18","5","209","0","149","48","0","141","17","13","157","0","21","14","0","29","231","3","0","99","26","25","22","0"
"Taiwan","2019","11","0","54","6","2053","57","28","6","3","97","64","9","29","11","107","34","9","13","13","11","3","85","93","61","34","4","34","0","3","82","10","154","11","410","68","0","44","10","71","56","0","3","17","0","28","488","44","0","59","208","3","15","0"
"Tajikistan","2019","0","0","4","0","31","24","0","0","0","16","0","0","0","0","10","0","0","0","0","0","0","4","0","0","5","0","7","0","20","6","0","14","0","128","6","0","0","0","4","16","0","0","4","0","0","9","3","0","17","10","0","4","0"
"Tanzania","2019","8","0","14","3","35","7","4","4","0","41","25","0","0","0","21","5","23","20","13","0","0","38","22","26","14","0","15","0","5","0","6","20","5","52","21","0","38","0","0","17","0","0","9","5","19","119","0","0","16","13","0","7","0"
"Togo","2019","5","0","15","0","25","12","30","0","9","10","76","0","0","0","85","22","62","4","16","3","0","107","17","7","55","0","16","0","45","0","0","29","0","116","54","0","35","0","3","36","0","0","6","0","5","37","3","0","49","8","0","7","0"
"Tonga","2019","0","14","11","0","137","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","4","0","7","0","0","0","0","0","0","26","76","0","0","26","0","0","0"
"Tunisia","2019","0","0","3","0","57","6","3","0","0","52","11","0","0","0","16","11","0","0","0","3","0","16","10","16","6","0","5","0","0","0","0","11","0","24","10","0","12","0","0","22","0","0","3","0","5","36","0","0","25","3","0","3","0"
"Turkey","2019","15","0","34","17","433","26","58","26","19","250","86","0","3","0","129","28","9","6","3","15","3","77","117","29","20","4","26","0","0","27","7","412","8","462","55","0","53","6","24","103","0","14","16","0","29","323","13","0","122","68","4","37","3"
"Turkmenistan","2019","0","0","3","0","19","0","0","0","0","16","5","0","0","0","18","0","0","0","0","0","0","3","5","4","0","0","0","0","0","0","0","6","0","44","4","0","0","0","0","17","0","0","0","0","0","11","7","0","6","4","0","8","0"
"Thailand","2019","30","33","100","27","1246","129","50","5","9","333","172","0","65","19","185","134","155","43","104","28","14","84","154","89","486","13","60","9","125","139","20","65","10","426","190","5","79","38","108","105","0","22","39","38","68","502","66","10","189","204","4","259","0"
"Trinidad and Tobago","2019","5","0","19","5","96","10","62","18","20","775","232","0","0","0","22","15","0","3","7","14","0","214","114","18","9","10","6","0","0","11","0","268","3","1874","63","6","21","8","9","170","0","6","16","0","21","240","3","0","70","12","3","9","0"
"Uganda","2019","5","0","11","3","88","34","10","0","5","29","29","0","0","0","27","12","9","6","8","3","5","68","166","15","29","0","9","0","6","0","3","22","0","28","15","0","25","6","8","28","0","0","5","0","3","80","5","0","19","42","0","15","0"
"Ukraine","2019","21","34","43","14","1046","95","109","7","15","471","144","0","16","27","761","47","32","21","34","14","8","116","186","196","102","5","90","12","33","30","11","321","11","1135","140","0","187","22","241","458","0","4","120","16","60","215","31","0","159","928","5","61","3"
"United Arab Emirates","2019","6","0","7","0","103","5","9","0","0","31","19","0","0","0","44","9","5","10","4","0","0","11","9","41","26","0","8","0","0","4","0","32","0","49","15","0","25","6","9","24","0","0","0","0","0","139","0","0","29","17","0","11","0"
"United Kingdom","2019","55","14","225","37","1910","365","222","17","49","1278","503","0","32","23","371","134","45","42","65","52","51","201","413","286","122","20","86","18","25","117","68","424","45","995","387","0","185","45","146","410","0","38","138","5","128","1263","90","33","359","314","16","109","9"
"United States","2019","0","0","3","0","36","0","0","0","3","13","6","0","3","0","4","0","0","0","0","0","0","4","0","0","3","0","0","0","0","3","0","12","0","18","4","0","0","0","4","3","0","0","0","0","0","19","5","0","13","0","0","0","0"
"Uruguay","2019","0","0","9","0","50","3","21","0","7","350","76","0","0","0","7","5","0","3","0","5","0","7","36","5","3","0","3","0","0","7","4","142","3","96","36","0","4","0","0","30","5","0","11","0","3","59","24","0","25","8","0","5","0"
"Uzbekistan","2019","5","0","32","0","191","35","16","0","6","109","52","0","0","7","75","7","0","6","26","4","0","30","34","12","11","0","30","0","3","6","3","51","0","593","37","0","79","0","31","151","0","4","24","0","24","62","5","0","67","62","0","6","0"
"Venezuela","2019","29","0","43","9","304","79","54","12","22","4720","303","0","4","4","112","65","10","19","27","36","0","97","102","58","42","9","26","4","12","29","3","165","10","388","172","0","75","49","14","133","72","13","45","0","76","1445","76","0","127","50","5","26","0"
"Vietnam","2019","189","13","451","124","7014","411","90","33","11","1273","1081","6","111","20","432","138","223","241","68","420","36","400","695","300","523","106","271","10","154","182","36","251","73","398","708","23","232","276","431","780","0","12","202","12","261","4522","160","13","747","974","20","80","12"
"Yemen","2019","40","0","4","9","308","5","26","12","0","12","12","0","0","0","87","35","0","0","0","22","0","10","0","702","20","35","5","0","0","0","0","17","0","741","138","0","19","0","7","18","0","0","8","0","36","33","0","0","40","15","0","4","0"
"Zambia","2019","3","0","12","3","34","11","4","0","0","18","55","0","0","0","32","18","6","0","0","0","0","27","9","9","8","0","8","0","0","9","0","8","0","33","13","0","13","10","3","24","0","0","0","0","8","74","3","0","10","10","0","0","0"
"Zimbabwe","2019","3","0","16","3","52","21","3","3","3","38","47","0","3","0","17","30","5","3","9","5","0","32","16","13","11","3","11","0","5","6","5","25","0","27","36","3","21","4","12","33","0","0","4","0","8","185","5","0","32","18","0","8","3"
"Afghanistan","2018","0","0","30","0","570","18","7","7","0","34","37","0","0","25","27","9","0","5","15","0","5","16","10","7","6","0","26","0","6","21","0","47","4","191","14","0","27","0","20","18","0","0","0","0","6","56","8","0","240","27","0","0","0"
"Albania","2018","0","0","10","0","55","4","125","0","5","251","6","0","0","3","109","0","0","0","0","0","5","12","295","321","3","0","22","0","0","3","9","140","3","460","10","0","55","0","3","131","0","0","18","0","5","23","4","0","25","19","0","32","0"
"Algeria","2018","0","0","3","0","104","13","4","0","0","39","5","0","0","0","62","15","4","50","9","11","0","11","63","16","3","0","9","0","0","0","0","55","0","89","25","0","54","0","4","120","0","3","0","0","3","67","0","0","35","9","0","14","0"
"American Samoa","2018","0","29","0","0","34","0","0","0","0","0","6","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","6","0","0","0","7","0","0","8","12","0","0","39","0","0","0"
"Antigua and Barbuda","2018","0","0","3","0","5","0","6","0","0","74","17","0","0","0","3","0","0","0","0","0","0","7","18","0","0","0","0","0","0","0","0","19","0","127","3","0","4","0","0","6","0","3","0","0","0","7","0","0","5","0","0","0","0"
"Angola","2018","0","0","0","0","5","0","3","0","0","13","0","0","0","0","0","0","0","0","0","3","0","3","35","0","0","0","0","0","0","0","0","13","0","17","8","0","0","0","0","3","0","7","0","0","0","14","0","0","6","0","0","0","0"
"Argentina","2018","8","6","30","16","515","41","70","0","12","1459","83","0","6","9","65","21","11","13","20","13","4","45","72","35","24","4","31","0","0","35","0","224","13","331","60","0","23","13","26","61","28","5","28","0","27","245","57","0","100","44","0","14","0"
"Armenia","2018","0","0","4","0","1625","8","4","0","0","23","5","0","0","3","10","3","0","0","0","0","0","10","55","8","0","0","0","0","0","25","0","33","0","107","5","0","18","0","0","16","0","3","7","0","0","13","8","0","12","20","0","0","0"
"Australia","2018","4","7","25","0","351","58","23","3","10","111","29","0","18","11","48","12","4","14","8","4","3","13","53","26","15","3","15","4","4","21","7","43","10","161","39","0","22","8","38","37","0","6","12","0","15","88","18","4","33","65","0","13","3"
"Austria","2018","0","0","7","0","52","4","3","0","0","28","4","0","0","0","6","0","0","0","0","0","0","5","9","7","0","0","3","0","0","0","0","9","0","29","3","0","3","0","0","5","0","0","0","0","0","10","0","0","11","8","0","4","0"
"Azerbaijan","2018","0","0","4","0","130","4","5","0","0","27","5","0","0","0","17","0","0","3","7","0","3","5","26","8","8","0","4","0","0","4","0","15","3","92","17","0","14","0","5","21","0","0","0","0","0","26","3","0","18","18","0","0","0"
"Bahamas","2018","7","0","0","0","7","3","5","0","0","364","39","0","0","0","5","5","0","0","0","0","0","9","8","6","0","0","0","0","4","0","0","7","0","24","20","0","3","3","0","9","0","0","6","0","6","22","0","0","4","0","0","0","0"
"Bahrain","2018","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9","0","0","0","0","3","0","0","6","0","7","3","0","0","0","0","7","0","0","0","0","0","10","0","0","0","0","0","0","0"
"Bangladesh","2018","17","0","24","9","400","10","128","21","15","362","167","0","4","0","79","21","11","26","9","15","0","129","174","620","33","0","21","0","5","16","9","491","8","3735","42","0","59","40","17","275","0","7","12","7","26","335","0","0","302","27","4","5","0"
"Barbados","2018","0","0","3","0","10","4","7","0","0","97","12","0","0","0","4","6","0","0","9","0","0","10","50","0","0","0","0","0","0","0","0","30","0","218","8","0","8","0","0","24","0","0","3","0","0","20","0","0","7","0","0","0","0"
"Belarus","2018","4","0","7","3","220","24","31","5","0","126","15","0","0","3","81","7","0","3","0","0","0","22","87","14","31","0","12","4","5","7","0","109","4","221","20","3","26","4","24","100","0","0","18","0","0","24","3","3","30","49","0","14","0"
"Belgium","2018","0","0","7","0","110","15","10","0","0","59","14","0","0","0","8","3","3","0","6","4","0","5","24","5","4","0","0","0","0","5","3","19","9","47","10","0","12","3","11","14","0","4","9","3","4","30","0","0","16","11","0","6","0"
"Belize","2018","8","0","5","3","320","5","5","0","0","75","15","0","0","0","88","6","0","0","6","8","0","3","9","0","3","5","6","0","0","12","0","24","0","91","14","0","5","6","0","16","0","0","5","0","7","65","0","0","9","6","0","5","0"
"Benin","2018","0","0","3","0","5","7","5","0","0","0","10","0","0","0","29","15","7","0","0","0","0","17","5","3","8","0","4","0","12","0","0","6","0","35","8","0","13","0","0","12","0","0","3","0","0","16","0","0","4","0","0","0","0"
"Bhutan","2018","0","8","44","0","29","83","0","0","0","13","185","0","0","53","55","0","116","69","259","0","0","64","219","113","36","0","66","0","59","20","120","0","0","425","162","49","1992","0","57","1036","0","3","0","75","68","187","45","185","141","66","0","25","0"
"Bolivia","2018","4","3","8","7","139","7","12","3","5","295","20","0","0","0","18","0","0","4","7","6","0","88","30","3","7","0","11","0","0","6","4","63","6","104","14","0","6","8","8","16","0","38","10","0","7","79","11","0","472","9","4","9","0"
"Bosnia and Herzegovina","2018","3","0","46","0","58","15","84","0","3","183","92","0","0","39","124","37","115","0","65","0","3","3","18","139","27","0","203","0","5","15","23","28","0","119","18","7","42","0","12","56","0","0","3","5","20","69","15","7","28","27","0","24","0"
"Brazil","2018","41","11","76","12","1061","82","441","14","17","2707","355","0","41","17","138","48","30","35","28","48","11","113","1576","98","43","13","50","10","17","64","82","777","18","699","156","5","104","21","53","188","8","43","107","0","56","479","118","6","197","107","6","39","0"
"Bulgaria","2018","4","4","20","0","212","40","27","4","13","219","51","0","3","3","294","6","7","3","7","4","11","18","150","33","25","3","16","0","0","51","10","89","0","140","31","0","24","6","7","56","0","3","11","0","8","54","4","0","62","41","0","24","3"
"Burkina Faso","2018","0","0","3","0","7","8","0","0","4","5","15","0","0","0","7","4","0","0","0","0","0","16","5","4","3","0","6","0","11","0","0","34","0","86","5","0","20","0","0","18","0","0","0","0","0","37","3","0","7","8","0","10","0"
"Burma","2018","4","0","98","16","452","81","20","4","0","288","226","0","7","53","213","1308","287","150","244","17","0","151","68","250","528","5","134","0","359","8","6","26","10","599","395","0","191","244","126","134","0","4","52","60","96","466","62","16","51","97","5","164","3"
"Burundi","2018","0","0","18","0","7","6","3","0","0","4","0","0","0","8","14","0","25","0","17","0","11","5","7","3","6","0","4","0","0","0","6","0","0","19","7","0","9","0","3","4","0","0","3","3","12","46","6","3","6","5","0","0","0"
"Cabo Verde","2018","0","0","0","0","0","0","30","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","998","0","0","0","0","0","0","0","0","16","0","13","0","0","0","0","0","11","0","308","0","0","0","4","3","0","0","0","0","0","0"
"Cambodia","2018","8","0","25","14","726","13","32","0","0","79","59","0","3","5","28","17","13","13","36","16","16","15","313","15","91","11","25","0","3","6","12","12","5","37","39","0","52","15","26","172","0","57","21","0","20","143","18","0","47","164","0","20","0"
"Cameroon","2018","10","4","25","9","103","13","13","23","66","59","85","0","5","0","71","17","20","8","21","18","4","557","97","31","89","4","17","0","16","9","0","44","11","80","53","7","120","57","9","64","0","0","23","3","12","270","0","3","105","10","9","21","0"
"Canada","2018","39","39","268","30","1496","202","168","15","28","1119","175","0","40","73","206","86","34","50","58","34","68","71","386","458","100","21","78","41","25","107","83","261","27","610","293","13","231","51","180","234","5","15","118","4","108","581","78","44","196","505","13","83","12"
"Central African Republic","2018","0","0","5","0","0","3","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","10","4","0","0","0","0","0","0","0","0","0","0","5","3","0","6","0","0","0","0","0","0","0","0","4","6","0","4","0","0","0","0"
"Colombia","2018","43","13","63","14","891","87","345","20","31","6842","501","0","8","20","252","57","23","44","40","56","9","152","467","62","54","15","60","4","26","73","41","1911","25","2365","321","0","90","51","40","258","112","136","204","4","72","1025","57","0","272","103","8","39","0"
"Congo, Democratic Republic","2018","8","0","35","0","55","42","31","0","0","31","85","0","0","45","116","30","97","9","113","4","28","71","57","48","14","0","36","0","15","6","22","6","0","89","139","14","90","8","22","35","0","4","3","5","25","195","14","15","46","34","0","10","0"
"Congo, Republic","2018","3","0","14","0","12","10","6","0","0","4","14","0","0","5","22","0","8","5","4","0","3","8","12","6","4","0","3","0","6","5","0","5","3","28","25","6","18","0","4","9","0","0","0","0","6","25","3","3","4","6","0","0","0"
"Costa Rica","2018","8","0","13","6","181","13","23","4","4","403","53","0","3","0","23","17","0","3","9","14","0","23","30","20","12","5","5","3","3","19","6","382","5","148","85","0","17","4","21","38","9","3","30","0","19","94","7","0","26","27","0","11","0"
"Cote d'Ivoire","2018","0","0","9","0","38","13","18","10","8","19","49","0","0","3","22","11","10","5","12","0","0","69","29","7","11","0","8","0","7","0","4","45","0","210","33","5","36","5","0","48","0","11","4","0","13","64","5","0","30","9","0","6","0"
"Croatia","2018","0","0","13","3","33","7","0","0","0","41","7","0","0","0","16","8","0","0","6","4","6","0","11","11","4","0","12","0","0","7","0","23","0","65","8","0","16","0","0","10","0","0","0","0","0","12","4","0","5","6","0","10","0"
"Cuba","2018","36","4","109","7","367","40","46","6","8","27111","163","0","0","4","107","25","15","26","434","104","6","22","54","73","14","8","72","0","111","383","9","520","62","310","142","5","55","16","87","110","119","5","43","0","84","782","16","0","95","32","4","13","0"
"Cyprus","2018","0","0","0","0","21","0","4","0","0","8","4","0","0","0","3","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","5","0","38","3","0","6","0","0","4","0","0","0","0","0","5","0","0","4","0","0","0","0"
"Czechia","2018","3","0","10","0","108","20","12","0","0","124","25","0","7","3","47","3","4","0","5","3","5","8","18","11","7","0","3","0","0","7","3","14","4","53","10","0","12","5","5","21","3","0","10","0","5","11","0","6","18","13","0","6","0"
"Czechoslovakia (former)","2018","0","0","6","0","46","11","5","0","0","42","8","0","0","0","16","0","3","0","0","3","3","0","10","0","0","0","0","0","0","4","0","13","0","11","9","0","5","0","7","5","0","0","3","0","0","6","0","0","6","7","0","0","0"
"Chad","2018","0","0","4","0","0","0","0","0","0","0","7","0","0","0","0","11","0","0","0","0","0","4","0","0","0","0","0","0","3","0","0","6","0","10","0","0","4","0","0","4","0","0","0","0","0","6","0","0","0","0","0","0","0"
"Chile","2018","4","6","16","0","246","18","22","5","5","429","30","0","4","4","35","6","10","4","10","3","0","23","47","14","17","0","12","0","0","22","3","108","8","199","36","0","23","3","29","44","14","5","8","0","13","90","51","3","58","32","0","16","0"
"China, People's Republic","2018","153","26","309","73","11725","329","410","89","43","1148","663","33","224","43","1185","292","121","163","109","141","32","701","1976","489","303","60","305","25","75","354","62","1238","73","8944","561","11","568","147","510","1246","25","69","163","15","266","1872","98","25","598","948","28","230","0"
"Denmark","2018","3","3","18","0","155","13","11","0","0","65","11","0","6","7","10","3","0","0","4","6","0","13","19","9","10","0","3","3","3","6","0","28","4","54","20","4","9","0","21","15","0","3","7","0","7","32","3","0","13","27","0","7","0"
"Djibouti","2018","0","0","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","4","0","11","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","7","0","0","3","0","0","0","0"
"Dominica","2018","0","0","0","0","10","0","16","0","0","97","21","0","0","0","3","0","0","0","0","3","0","10","29","4","0","0","0","0","0","0","0","43","0","117","9","0","0","0","0","14","0","0","0","0","5","57","0","0","4","3","0","0","0"
"Dominican Republic","2018","14","39","28","7","102","15","541","33","35","2638","220","0","0","4","70","55","7","8","21","56","8","149","2198","69","19","22","19","0","9","25","88","3731","10","8387","252","0","126","13","11","1293","1070","697","53","4","25","171","19","6","129","21","4","32","0"
"Ecuador","2018","6","4","25","8","297","22","349","12","11","1241","70","0","0","7","197","12","15","12","19","7","3","74","119","22","78","0","22","0","6","22","13","1477","7","2878","167","0","48","15","24","149","13","14","34","0","19","201","47","6","89","12","5","11","0"
"Egypt","2018","16","0","41","5","1180","16","51","34","6","626","64","0","5","6","141","81","13","9","33","19","0","53","217","124","43","6","21","5","11","12","11","1222","4","673","143","0","159","12","45","271","0","14","48","4","309","298","7","0","312","66","5","14","0"
"El Salvador","2018","14","11","113","189","6029","102","77","8","157","676","327","0","7","18","123","101","72","77","39","36","8","875","617","37","70","6","70","0","101","255","12","608","25","1990","409","3","67","37","72","80","20","49","36","9","85","2006","86","0","1158","121","10","38","0"
"Eritrea","2018","4","0","14","0","182","51","4","3","27","19","68","0","0","9","36","21","59","12","13","8","3","70","41","12","27","0","34","0","4","39","0","8","0","41","57","0","80","11","18","34","0","5","0","16","17","174","12","0","105","101","0","5","0"
"Estonia","2018","0","0","3","0","23","5","7","0","0","38","0","0","0","0","6","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","17","0","26","3","0","0","0","0","4","0","0","0","0","0","0","0","0","8","11","0","0","0"
"Ethiopia","2018","13","6","66","0","587","265","15","6","248","115","385","0","0","16","128","45","72","91","52","16","18","583","195","47","606","0","96","0","33","209","0","32","3","118","130","6","277","36","98","149","0","5","19","82","127","497","9","0","783","376","16","24","0"
"Fiji","2018","0","0","10","0","671","0","0","0","0","3","0","0","4","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","3","0","8","0","0","0","0","46","11","0","0","0","0","0","9","7","0","3","55","0","0","0"
"Finland","2018","0","0","4","0","76","6","7","0","4","33","9","0","0","0","8","4","0","0","3","0","0","3","0","7","5","0","4","0","0","4","0","7","0","16","9","0","8","0","6","8","0","0","0","0","0","16","0","0","5","8","0","0","0"
"France","2018","4","3","37","3","670","33","60","4","22","352","43","0","8","11","53","22","11","9","8","16","10","47","137","46","33","0","16","8","4","32","7","125","14","351","50","0","40","9","36","92","3","20","28","0","16","139","12","9","67","61","4","19","0"
"Gabon","2018","0","0","4","0","5","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","4","0","0","0","0","14","4","0","3","0","0","5","0","0","0","0","0","8","0","0","3","0","0","0","0"
"Gambia","2018","5","4","4","0","7","6","5","0","3","11","56","0","0","0","0","4","4","10","12","0","0","40","8","14","22","0","7","0","5","0","3","11","0","109","49","0","48","4","6","19","0","16","3","0","13","32","0","0","9","56","0","30","0"
"Georgia","2018","4","0","0","0","127","6","11","0","3","25","6","0","0","0","17","0","0","0","4","0","0","12","9","3","4","0","3","0","0","0","0","96","0","260","5","0","14","0","0","77","0","0","3","0","0","7","0","0","18","12","0","0","0"
"Germany","2018","45","24","75","12","682","95","62","11","14","486","130","0","18","16","106","43","14","25","51","16","20","62","149","158","35","11","60","18","15","37","33","142","34","310","125","4","102","22","65","145","0","10","81","0","53","267","23","12","115","118","9","50","6"
"Ghana","2018","11","9","35","8","157","71","200","58","16","122","283","0","4","0","193","30","18","28","49","17","6","382","411","47","78","4","44","0","15","17","10","567","4","1013","180","23","591","46","12","203","0","35","17","4","50","287","10","0","533","45","5","27","0"
"Greece","2018","0","3","7","0","102","8","29","5","5","91","14","0","0","0","56","5","0","0","5","3","3","19","115","35","0","0","0","0","0","5","8","66","0","252","11","0","28","0","4","41","0","5","14","0","4","34","0","0","17","18","0","15","0"
"Grenada","2018","0","0","0","0","5","0","0","0","0","44","9","0","0","0","3","0","0","0","0","0","0","17","11","0","0","0","0","0","0","0","0","26","0","271","0","0","0","0","0","15","0","0","0","0","3","20","0","0","9","3","0","0","0"
"Guatemala","2018","44","9","113","40","3487","73","162","23","24","759","189","0","0","22","304","60","59","45","36","42","8","195","372","41","44","16","40","3","117","139","8","479","35","654","122","0","52","66","161","94","12","246","34","19","73","522","77","0","251","84","0","12","3"
"Guinea","2018","4","0","4","0","7","7","14","8","6","3","66","0","0","0","18","22","10","0","3","0","0","52","20","8","21","4","3","0","0","0","0","38","0","324","22","0","79","0","0","77","0","12","4","0","24","24","0","0","12","9","0","7","0"
"Guyana","2018","4","0","9","0","35","4","91","6","6","473","108","0","0","0","15","0","0","4","4","8","0","72","32","7","56","0","3","0","0","5","0","362","0","3018","32","0","23","0","3","67","0","3","18","0","11","37","0","0","45","10","0","4","0"
"Haiti","2018","19","0","15","0","77","9","332","60","6","6769","258","0","6","3","67","44","9","9","37","36","6","129","1772","16","7","0","37","0","6","11","27","1135","0","2462","93","5","44","9","11","387","8","66","21","0","20","62","9","3","65","18","0","10","0"
"Honduras","2018","15","5","44","30","645","33","55","7","16","1305","134","0","0","8","80","75","19","26","27","255","6","110","156","22","24","14","34","0","22","33","10","385","14","568","238","0","42","13","26","52","9","12","46","3","60","589","25","0","221","40","6","33","0"
"Hong Kong","2018","6","0","13","0","754","20","15","0","3","40","17","0","15","3","28","12","0","6","6","0","0","26","79","16","9","0","13","0","0","24","4","79","0","281","21","0","19","0","13","19","0","0","9","0","8","81","10","0","17","60","3","8","0"
"Hungary","2018","5","0","8","0","156","19","23","0","8","219","8","0","6","5","16","4","0","0","8","0","0","12","19","9","5","0","7","3","0","14","3","56","4","114","22","0","20","0","8","16","0","0","5","0","5","38","0","0","17","22","0","4","3"
"Iceland","2018","0","0","0","0","8","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","3","3","3","4","0","0","0","0","0","0","0","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"India","2018","279","14","653","163","10925","403","808","223","30","1911","1772","0","12","38","2921","498","238","278","219","176","34","771","1524","1255","542","120","479","12","127","121","156","6090","66","3283","1425","11","1323","199","359","2062","0","54","340","16","498","5695","91","29","1746","1384","39","447","4"
"Indonesia","2018","6","3","24","9","659","59","10","3","3","64","44","0","11","6","30","9","11","7","11","10","0","31","31","20","19","6","8","0","3","21","34","48","4","146","17","0","28","6","25","105","0","0","9","0","15","112","4","0","31","71","0","7","3"
"Iran","2018","26","3","145","7","4251","66","44","3","22","267","211","0","0","15","153","31","22","42","34","15","9","225","192","99","31","5","37","0","15","79","8","136","17","319","91","0","86","59","117","93","0","7","23","3","60","629","47","3","345","199","11","21","0"
"Iraq","2018","16","4","419","0","2944","135","51","0","0","269","114","0","3","91","624","49","38","32","213","24","152","82","306","3119","79","0","165","4","193","54","46","72","39","340","144","12","309","25","169","166","0","8","9","13","210","718","79","8","398","231","10","103","0"
"Ireland","2018","4","0","10","3","258","14","33","4","5","107","20","0","0","0","98","5","0","6","21","5","0","16","204","14","8","0","7","0","0","4","19","70","0","338","30","0","22","0","20","85","0","10","16","0","8","38","0","3","31","31","0","12","0"
"Israel","2018","7","0","24","3","671","21","24","0","7","357","58","0","6","0","89","6","4","8","5","17","0","39","89","39","7","3","22","0","6","39","0","197","7","514","33","0","70","8","16","62","3","0","16","0","20","102","3","0","18","46","0","12","0"
"Italy","2018","0","0","25","0","473","23","94","7","13","355","32","0","7","10","97","7","4","7","7","8","5","46","150","47","13","4","15","0","0","24","0","238","9","564","51","0","58","8","20","121","8","24","20","0","14","89","9","5","73","49","10","14","0"
"Jamaica","2018","49","8","44","8","261","49","976","59","39","5161","781","0","5","7","143","40","7","22","24","41","35","371","545","84","34","28","56","0","5","19","25","1127","3","5220","191","4","121","26","13","567","0","53","124","0","45","279","6","11","238","38","18","44","3"
"Japan","2018","5","4","18","5","658","26","15","0","10","66","22","15","129","4","52","9","4","9","16","4","3","15","52","37","11","0","10","3","3","16","6","73","4","171","32","0","32","8","42","33","0","0","8","0","11","56","13","0","44","72","0","8","0"
"Jordan","2018","17","0","36","4","339","16","13","9","0","192","37","0","3","0","292","38","6","32","34","60","0","19","36","130","11","11","55","0","9","9","5","171","16","162","63","0","221","16","13","60","7","0","16","0","68","215","4","0","73","23","3","41","0"
"Kazakhstan","2018","0","5","6","0","138","12","6","0","0","89","10","0","0","0","34","3","0","6","5","0","5","11","42","7","11","0","6","0","7","7","0","41","0","106","22","3","17","3","25","37","0","0","6","0","3","43","4","0","38","43","0","4","0"
"Kenya","2018","56","6","58","10","295","54","28","64","0","135","201","0","8","9","65","70","52","90","37","18","18","145","318","87","323","6","129","0","25","30","20","187","15","117","164","14","133","43","39","151","0","0","27","7","48","603","14","9","86","188","7","31","0"
